province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Western Australia,Australia,2021-09-21,-31.9505,115.8605,POINT(115.8605 -31.9505),1094,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-22,-35.4735,149.0124,POINT(149.0124 -35.4735),798,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-22,-33.8688,151.2093,POINT(151.2093 -33.8688),55962,320,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-22,-12.4634,130.8456,POINT(130.8456 -12.4634),208,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-22,-27.4698,153.0251,POINT(153.0251 -27.4698),2021,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-22,-34.9285,138.6007,POINT(138.6007 -34.9285),899,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-22,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-22,-37.8136,144.9631,POINT(144.9631 -37.8136),30961,840,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-22,-31.9505,115.8605,POINT(115.8605 -31.9505),1094,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-23,-35.4735,149.0124,POINT(149.0124 -35.4735),817,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-23,-33.8688,151.2093,POINT(151.2093 -33.8688),56988,331,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-23,-12.4634,130.8456,POINT(130.8456 -12.4634),208,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-23,-27.4698,153.0251,POINT(153.0251 -27.4698),2021,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-23,-34.9285,138.6007,POINT(138.6007 -34.9285),900,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-23,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-23,-37.8136,144.9631,POINT(144.9631 -37.8136),31679,841,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-23,-31.9505,115.8605,POINT(115.8605 -31.9505),1094,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-24,-35.4735,149.0124,POINT(149.0124 -35.4735),849,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-24,-33.8688,151.2093,POINT(151.2093 -33.8688),57983,342,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-24,-12.4634,130.8456,POINT(130.8456 -12.4634),208,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-24,-27.4698,153.0251,POINT(153.0251 -27.4698),2022,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-24,-34.9285,138.6007,POINT(138.6007 -34.9285),900,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-24,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-24,-37.8136,144.9631,POINT(144.9631 -37.8136),32515,842,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-24,-31.9505,115.8605,POINT(115.8605 -31.9505),1095,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-25,-35.4735,149.0124,POINT(149.0124 -35.4735),874,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-25,-33.8688,151.2093,POINT(151.2093 -33.8688),58931,351,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-25,-12.4634,130.8456,POINT(130.8456 -12.4634),208,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-25,-27.4698,153.0251,POINT(153.0251 -27.4698),2022,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-25,-34.9285,138.6007,POINT(138.6007 -34.9285),900,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-25,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-25,-37.8136,144.9631,POINT(144.9631 -37.8136),33294,844,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-25,-31.9505,115.8605,POINT(115.8605 -31.9505),1095,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-26,-35.4735,149.0124,POINT(149.0124 -35.4735),893,4,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-26,-33.8688,151.2093,POINT(151.2093 -33.8688),59709,363,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-26,-12.4634,130.8456,POINT(130.8456 -12.4634),209,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-26,-27.4698,153.0251,POINT(153.0251 -27.4698),2022,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-26,-34.9285,138.6007,POINT(138.6007 -34.9285),901,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-26,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-26,-37.8136,144.9631,POINT(144.9631 -37.8136),33967,845,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-26,-31.9505,115.8605,POINT(115.8605 -31.9505),1095,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-27,-35.4735,149.0124,POINT(149.0124 -35.4735),906,4,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-27,-33.8688,151.2093,POINT(151.2093 -33.8688),60561,370,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-27,-12.4634,130.8456,POINT(130.8456 -12.4634),209,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-27,-27.4698,153.0251,POINT(153.0251 -27.4698),2028,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-27,-34.9285,138.6007,POINT(138.6007 -34.9285),901,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-27,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-27,-37.8136,144.9631,POINT(144.9631 -37.8136),34975,849,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-27,-31.9505,115.8605,POINT(115.8605 -31.9505),1096,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-28,-35.4735,149.0124,POINT(149.0124 -35.4735),928,5,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-28,-33.8688,151.2093,POINT(151.2093 -33.8688),61420,385,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-28,-12.4634,130.8456,POINT(130.8456 -12.4634),210,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-28,-27.4698,153.0251,POINT(153.0251 -27.4698),2029,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-28,-34.9285,138.6007,POINT(138.6007 -34.9285),901,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-28,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-28,-37.8136,144.9631,POINT(144.9631 -37.8136),35904,856,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-28,-31.9505,115.8605,POINT(115.8605 -31.9505),1096,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-29,-35.4735,149.0124,POINT(149.0124 -35.4735),959,6,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-29,-33.8688,151.2093,POINT(151.2093 -33.8688),62353,391,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-29,-12.4634,130.8456,POINT(130.8456 -12.4634),211,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-29,-27.4698,153.0251,POINT(153.0251 -27.4698),2035,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-29,-34.9285,138.6007,POINT(138.6007 -34.9285),901,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-29,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-29,-37.8136,144.9631,POINT(144.9631 -37.8136),37333,861,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-29,-31.9505,115.8605,POINT(115.8605 -31.9505),1096,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-30,-35.4735,149.0124,POINT(149.0124 -35.4735),1011,8,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-30,-33.8688,151.2093,POINT(151.2093 -33.8688),63212,406,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-30,-12.4634,130.8456,POINT(130.8456 -12.4634),211,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-30,-27.4698,153.0251,POINT(153.0251 -27.4698),2039,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-30,-34.9285,138.6007,POINT(138.6007 -34.9285),901,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-30,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-30,-37.8136,144.9631,POINT(144.9631 -37.8136),38476,864,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-30,-31.9505,115.8605,POINT(115.8605 -31.9505),1096,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-10-01,-35.4735,149.0124,POINT(149.0124 -35.4735),1063,6,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-10-01,-33.8688,151.2093,POINT(151.2093 -33.8688),64014,416,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-10-01,-12.4634,130.8456,POINT(130.8456 -12.4634),212,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-10-01,-27.4698,153.0251,POINT(153.0251 -27.4698),2042,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-10-01,-34.9285,138.6007,POINT(138.6007 -34.9285),902,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-10-01,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-10-01,-37.8136,144.9631,POINT(144.9631 -37.8136),39952,866,,,,,"Victoria, Australia"
Western Australia,Australia,2021-10-01,-31.9505,115.8605,POINT(115.8605 -31.9505),1096,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-10-02,-35.4735,149.0124,POINT(149.0124 -35.4735),1101,6,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-10-02,-33.8688,151.2093,POINT(151.2093 -33.8688),64668,426,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-10-02,-12.4634,130.8456,POINT(130.8456 -12.4634),212,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-10-02,-27.4698,153.0251,POINT(153.0251 -27.4698),2043,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-10-02,-34.9285,138.6007,POINT(138.6007 -34.9285),904,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-10-02,-42.8821,147.3272,POINT(147.3272 -42.8821),236,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-10-02,-37.8136,144.9631,POINT(144.9631 -37.8136),41128,869,,,,,"Victoria, Australia"
Western Australia,Australia,2021-10-02,-31.9505,115.8605,POINT(115.8605 -31.9505),1096,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-10-03,-35.4735,149.0124,POINT(149.0124 -35.4735),1129,8,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-10-03,-33.8688,151.2093,POINT(151.2093 -33.8688),65279,432,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-10-03,-12.4634,130.8456,POINT(130.8456 -12.4634),212,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-10-03,-27.4698,153.0251,POINT(153.0251 -27.4698),2046,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-10-03,-34.9285,138.6007,POINT(138.6007 -34.9285),905,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-10-03,-42.8821,147.3272,POINT(147.3272 -42.8821),236,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-10-03,-37.8136,144.9631,POINT(144.9631 -37.8136),42505,873,,,,,"Victoria, Australia"
Western Australia,Australia,2021-10-03,-31.9505,115.8605,POINT(115.8605 -31.9505),1099,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-10-04,-35.4735,149.0124,POINT(149.0124 -35.4735),1162,8,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-10-04,-33.8688,151.2093,POINT(151.2093 -33.8688),65876,439,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-10-04,-12.4634,130.8456,POINT(130.8456 -12.4634),212,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-10-04,-27.4698,153.0251,POINT(153.0251 -27.4698),2048,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-10-04,-34.9285,138.6007,POINT(138.6007 -34.9285),906,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-10-04,-42.8821,147.3272,POINT(147.3272 -42.8821),236,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-10-04,-37.8136,144.9631,POINT(144.9631 -37.8136),44251,877,,,,,"Victoria, Australia"
Western Australia,Australia,2021-10-04,-31.9505,115.8605,POINT(115.8605 -31.9505),1109,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-10-05,-35.4735,149.0124,POINT(149.0124 -35.4735),1190,9,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-10-05,-33.8688,151.2093,POINT(151.2093 -33.8688),66456,449,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-10-05,-12.4634,130.8456,POINT(130.8456 -12.4634),212,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-10-05,-27.4698,153.0251,POINT(153.0251 -27.4698),2051,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-10-05,-34.9285,138.6007,POINT(138.6007 -34.9285),907,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-10-05,-42.8821,147.3272,POINT(147.3272 -42.8821),236,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-10-05,-37.8136,144.9631,POINT(144.9631 -37.8136),45664,888,,,,,"Victoria, Australia"
Western Australia,Australia,2021-10-05,-31.9505,115.8605,POINT(115.8605 -31.9505),1110,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-10-06,-35.4735,149.0124,POINT(149.0124 -35.4735),1231,9,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-10-06,-33.8688,151.2093,POINT(151.2093 -33.8688),67024,457,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-10-06,-12.4634,130.8456,POINT(130.8456 -12.4634),212,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-10-06,-27.4698,153.0251,POINT(153.0251 -27.4698),2056,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-10-06,-34.9285,138.6007,POINT(138.6007 -34.9285),907,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-10-06,-42.8821,147.3272,POINT(147.3272 -42.8821),236,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-10-06,-37.8136,144.9631,POINT(144.9631 -37.8136),47266,890,,,,,"Victoria, Australia"
Western Australia,Australia,2021-10-06,-31.9505,115.8605,POINT(115.8605 -31.9505),1110,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-10-07,-35.4735,149.0124,POINT(149.0124 -35.4735),1271,9,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-10-07,-33.8688,151.2093,POINT(151.2093 -33.8688),67669,468,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-10-07,-12.4634,130.8456,POINT(130.8456 -12.4634),213,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-10-07,-27.4698,153.0251,POINT(153.0251 -27.4698),2056,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-10-07,-34.9285,138.6007,POINT(138.6007 -34.9285),907,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-10-07,-42.8821,147.3272,POINT(147.3272 -42.8821),236,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-10-07,-37.8136,144.9631,POINT(144.9631 -37.8136),49104,895,,,,,"Victoria, Australia"
Western Australia,Australia,2021-10-07,-31.9505,115.8605,POINT(115.8605 -31.9505),1110,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-10-08,-35.4735,149.0124,POINT(149.0124 -35.4735),1296,9,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-10-08,-33.8688,151.2093,POINT(151.2093 -33.8688),68246,479,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-10-08,-12.4634,130.8456,POINT(130.8456 -12.4634),214,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-10-08,-27.4698,153.0251,POINT(153.0251 -27.4698),2059,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-10-08,-34.9285,138.6007,POINT(138.6007 -34.9285),908,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-10-08,-42.8821,147.3272,POINT(147.3272 -42.8821),236,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-10-08,-37.8136,144.9631,POINT(144.9631 -37.8136),51012,900,,,,,"Victoria, Australia"
Western Australia,Australia,2021-10-08,-31.9505,115.8605,POINT(115.8605 -31.9505),1110,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-10-09,-35.4735,149.0124,POINT(149.0124 -35.4735),1326,9,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-10-09,-33.8688,151.2093,POINT(151.2093 -33.8688),68712,485,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-10-09,-12.4634,130.8456,POINT(130.8456 -12.4634),214,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-10-09,-27.4698,153.0251,POINT(153.0251 -27.4698),2062,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-10-09,-34.9285,138.6007,POINT(138.6007 -34.9285),909,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-10-09,-42.8821,147.3272,POINT(147.3272 -42.8821),236,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-10-09,-37.8136,144.9631,POINT(144.9631 -37.8136),52902,905,,,,,"Victoria, Australia"
Western Australia,Australia,2021-10-09,-31.9505,115.8605,POINT(115.8605 -31.9505),1110,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-10-10,-35.4735,149.0124,POINT(149.0124 -35.4735),1358,9,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-10-10,-33.8688,151.2093,POINT(151.2093 -33.8688),69205,493,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-10-10,-12.4634,130.8456,POINT(130.8456 -12.4634),215,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-10-10,-27.4698,153.0251,POINT(153.0251 -27.4698),2063,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-10-10,-34.9285,138.6007,POINT(138.6007 -34.9285),910,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-10-10,-42.8821,147.3272,POINT(147.3272 -42.8821),236,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-10-10,-37.8136,144.9631,POINT(144.9631 -37.8136),54470,913,,,,,"Victoria, Australia"
Western Australia,Australia,2021-10-10,-31.9505,115.8605,POINT(115.8605 -31.9505),1110,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-10-11,-35.4735,149.0124,POINT(149.0124 -35.4735),1386,9,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-10-11,-33.8688,151.2093,POINT(151.2093 -33.8688),69552,498,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-10-11,-12.4634,130.8456,POINT(130.8456 -12.4634),215,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-10-11,-27.4698,153.0251,POINT(153.0251 -27.4698),2067,7,,,,,"Queensland, Australia"
